sk_match_id,frame,minute,player_name,pass_recipient_name,pass_recipient_id,pass_recipient_position,sk_player_id,pass_angle,type_primary,type_secondary,location_x,location_y,pass_accurate,team_name,possession_team_name,possession_team_name_src,possession_types,period,receive_frame,receive_x,receive_y,target_area,ball_x_0,ball_y_0,ball_x_1,ball_y_1,player_x_1,player_y_1,player_1,ball_x_2,ball_y_2,player_x_2,player_y_2,player_2,ball_x_3,ball_y_3,player_x_3,player_y_3,player_3,sk_recipient_id,long_name,dist_0,dist_1,dist_2,dist_3,score_1,score_2,score_3,attack_score,defend_score,SoF,defender_box_count,attacker_count,defender_count,team,paired_player,min_distance,score_diff,success,ball_dist_1
1133199,38344,58,M. Mjelde,L. James,540393,RWB,22354.0,38,pass,['forward_pass' 'pass_to_final_third' 'short_or_medium_pass'],60,74,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38356.0,22.97,-29.14,True,22.64,-27.35,27.05,-22.92,26.67,-23.7,146967.0,34.2,-15.05,34.45,-12.97,22611.0,34.25,-26.26,35.61,-27.47,22435.0,146967,Lauren James,40.78112921438051,34.32519337163303,21.42249752013056,31.734728610782227,1,1,1,2,0,45.94402792726644,0,5,7,home,68736,6.934666538486188,2,1,0.8676404785393519
1133199,38401,58,F. Kirby,M. Leupolz,18264,RCMF3,22611.0,70,pass,['lateral_pass' 'short_or_medium_pass'],81,65,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38414.0,34.94,-26.64,True,36.01,-25.05,34.25,-26.26,35.61,-27.47,22435.0,25.81,-22.62,24.15,-21.22,22354.0,38.65,-29.59,40.28,-29.83,22435.0,22435,Melanie Leupolz,31.36755011154043,31.734728610782227,34.616627507601024,31.870320048596938,0,0,0,2,0,108.79805134252521,6,3,7,home,68736,8.538413201526382,2,0,1.820357107822526
1133199,38450,58,M. Leupolz,M. Mjelde,55591,RCB3,22435.0,-152,pass,['back_pass' 'short_or_medium_pass'],86,86,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38459.0,22.76,-22.14,True,23.91,-22.74,25.81,-22.62,24.15,-21.22,22354.0,38.65,-29.59,40.28,-29.83,22435.0,30.58,-28.13,32.6,-28.34,146967.0,22354,Maren Mjelde,36.279018729838874,34.616627507601024,31.870320048596938,34.064139501828016,0,1,1,2,0,89.335365037734,7,7,9,home,68736,12.308842350115624,2,1,2.1715432300555304
1133199,38487,59,M. Mjelde,M. Leupolz,18264,RCMF3,22354.0,27,pass,['forward_pass' 'short_or_medium_pass'],73,75,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38502.0,37.84,-31.08,True,38.62,-29.36,38.65,-29.59,40.28,-29.83,22435.0,30.58,-28.13,32.6,-28.34,146967.0,22.37,-24.03,20.65,-25.8,22354.0,22435,Melanie Leupolz,33.949403529369995,31.870320048596938,34.064139501828016,40.21644564105585,1,0,0,2,0,93.4786153054277,5,2,5,home,68736,8.32699825867641,2,1,1.6475739740600444
1133199,38508,59,M. Leupolz,L. James,540393,RWB,22435.0,180,pass,['back_pass' 'short_or_medium_pass'],90,88,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38514.0,33.22,-26.28,True,34.65,-27.48,30.58,-28.13,32.6,-28.34,146967.0,22.37,-24.03,20.65,-25.8,22354.0,32.77,-12.78,31.4,-11.17,22364.0,146967,Lauren James,32.01244757902776,34.064139501828016,40.21644564105585,22.99519297592434,0,0,1,2,0,24.06278674648373,5,4,7,home,68683,3.6208286344426748,2,0,2.0308865059377426
1133199,38525,59,L. James,M. Mjelde,55591,RCB3,146967.0,-159,pass,['back_pass' 'short_or_medium_pass'],80,88,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38534.0,21.27,-25.73,True,22.52,-26.35,22.37,-24.03,20.65,-25.8,22354.0,32.77,-12.78,31.4,-11.17,22364.0,44.21,-14.57,43.88,-14.31,22611.0,22354,Maren Mjelde,39.69742812828055,40.21644564105585,22.99519297592434,16.21235639874722,0,1,1,2,0,73.80436808925097,5,6,9,home,68683,8.731288564696507,2,1,2.468055915087826
1133199,40500,62,G. Reiten,N. Charles,401061,LWB,22364.0,-40,pass,['forward_pass' 'short_or_medium_pass'],75,30,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,40515.0,37.92,22.06,True,38.42,20.18,37.6,19.27,38.72,21.51,57099.0,36.85,12.42,32.57,13.54,22364.0,,,,,,57099,Niamh Louise Charles,25.904825805243316,25.02016186997998,23.273944659210652,,0,1,0,2,0,86.7987877081473,4,1,3,home,68735,6.454827650681309,2,1,2.504396134799765
1133199,40748,62,N. Charles,M. Leupolz,18264,RCMF3,57099.0,110,pass,['recovery' 'short_or_medium_pass'],75,4,True,Chelsea,Chelsea,Chelsea,['attack' 'transition_high'],2.0,40753.0,29.33,25.38,True,29.3,27.27,24.06,18.68,23.98,22.86,22435.0,27.56,10.05,23.9,11.37,57094.0,,,,,,22435,Melanie Leupolz,33.69945548521519,35.77610934688119,29.850241205055614,,0,1,0,2,0,59.3922085797788,2,4,6,home,64167,4.740263705744649,2,1,4.180765480148342
1133199,41372,63,F. Kirby,L. James,540393,RWB,22611.0,52,pass,['lateral_pass' 'short_or_medium_pass'],67,50,True,Chelsea,Chelsea,Chelsea,['attack'],2.0,41398.0,23.83,-24.94,True,25.28,-23.81,34.95,-12.39,33.92,-15.15,146967.0,,,,,,,,,,,146967,Lauren James,37.250939585465495,23.207302729959807,,,1,0,0,2,0,86.20414481803641,2,4,6,home,68736,9.174268363199324,2,1,2.945929394944828
1133199,47535,74,A. Ale,J. Naz,480978,LAMF,68735.0,-78,pass,['cross' 'lateral_pass'],79,76,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['set_piece_attack' 'attack' 'free_kick'],2.0,47572.0,-48.75,-21.43,True,-49.07,-19.53,-38.11,-22.78,-39.89,-24.33,68733.0,,,,,,,,,,,68733,Jessica Naz,21.60572609286714,26.95813420843512,,,0,0,0,0,2,19.59713248153394,6,0,1,away,22354,6.016992604283306,-2,0,2.360275407659029
1133199,48162,75,R. Ayane,J. Naz,480978,LAMF,68742.0,-3,pass,['forward_pass' 'recovery' 'short_or_medium_pass'],74,12,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack'],2.0,48170.0,-30.74,-32.14,True,-28.92,-32.11,-36.61,-28.15,-34.67,-28.55,68733.0,-44.87,-20.75,-46.64,-21.19,68742.0,-33.49,-14.46,-34.96,-14.14,68735.0,68733,Jessica Naz,38.26169363737053,33.141385004251106,21.740186291750124,21.760312497756093,1,1,1,0,2,191.42194843442394,0,2,3,away,22354,8.119421161634612,-2,1,1.9808079159777188
1133199,49713,77,E. Summanen,M. Thomas,628701,CF,63774.0,-53,pass,['lateral_pass' 'short_or_medium_pass'],75,32,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack'],2.0,49728.0,-36.93,-27.75,True,-36.28,-26.13,-32.83,-26.19,-33.79,-27.2,62874.0,,,,,,,,,,,62874,Martha Thomas,31.34242173157652,32.45741979886879,,,0,0,0,1,2,108.3877236336653,2,0,3,away,22354,7.490807700108178,-1,0,1.3934489585198295
1133199,49790,77,M. Thomas,A. Neville,543418,LB,62874.0,162,pass,['back_pass' 'recovery' 'counterpressing_recovery' 'short_or_medium_pass'],79,5,True,Tottenham Hotspur,Tottenham Hotspur,In Contest,['attack'],2.0,49793.0,-17.75,-29.94,True,-19.14,-30.67,-17.79,-29.08,-16.28,-30.0,68736.0,-21.06,-25.79,-23.13,-25.65,63774.0,,,,,,68736,Ashleigh Neville,45.11614012745328,46.264980276662826,38.24629916737043,,0,1,0,1,2,46.671995408319695,3,6,9,away,22726,6.3621144283956435,-1,1,1.7681911661356067
1133199,49807,77,A. Neville,E. Summanen,351322,RDMF,68736.0,34,pass,['forward_pass' 'progressive_pass' 'short_or_medium_pass'],70,9,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack'],2.0,49815.0,-23.49,-25.28,True,-22.06,-26.17,-21.06,-25.79,-23.13,-25.65,63774.0,,,,,,,,,,,63774,Eveliina Summanen,37.73113435877591,38.24629916737043,,,0,0,0,1,2,25.8926624575671,0,5,7,away,22435,1.6077624202599112,-1,0,2.0747288979526943
1133199,50637,79,M. Thomas,J. Naz,480978,LAMF,62874.0,-49,pass,['short_or_medium_pass'],82,21,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack' 'throw_in'],2.0,50643.0,-30.97,-32.39,True,-32.16,-31.18,-46.92,-33.66,-48.94,-32.15,68733.0,,,,,,,,,,,68733,Jessica Naz,38.3483115664823,32.25176119222019,,,1,0,0,1,2,23.28435324468219,1,2,5,away,22726,3.5845362322063377,-1,1,2.522003172083647
1133199,50897,79,J. Naz,A. Neville,543418,LB,68733.0,-81,pass,['short_or_medium_pass'],97,18,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack' 'throw_in'],2.0,50902.0,-47.17,-33.04,True,-48.16,-32.06,-44.87,-32.71,-47.61,-32.88,68736.0,,,,,,,,,,,68736,Ashleigh Neville,33.32252241352686,33.10931137912718,,,0,0,0,1,2,20.610412503308524,6,1,2,away,22726,4.4901670347549425,-1,0,2.7452686571627214
1133199,52644,82,F. Kirby,S. Ingle,136433,LCMF3,22611.0,166,pass,['back_pass' 'short_or_medium_pass'],72,17,True,Chelsea,Chelsea,Chelsea,['attack'],2.0,52654.0,18.43,20.97,True,19.93,20.9,13.99,15.21,16.61,17.87,57094.0,-2.71,2.63,-1.72,2.03,22354.0,-22.03,0.51,-18.86,-0.68,22607.0,57094,Sophie Ingle,39.15821497463846,39.20011479575028,53.258701636446226,70.36328588120371,0,0,0,2,1,53.760806018203894,2,6,8,home,68733,5.792477880838218,1,0,3.7336309405188937
