sk_match_id,frame,minute,player_name,pass_recipient_name,pass_recipient_id,pass_recipient_position,sk_player_id,pass_angle,type_primary,type_secondary,location_x,location_y,pass_accurate,team_name,possession_team_name,possession_team_name_src,possession_types,period,receive_frame,receive_x,receive_y,target_area,ball_x_0,ball_y_0,ball_x_1,ball_y_1,player_1,ball_x_2,ball_y_2,player_2,ball_x_3,ball_y_3,player_3,player_0,sk_recipient_id,long_name,dist_0,dist_1,dist_2,dist_3,score_1,score_2,score_3,attack_score,defend_score,SoF,attacker_count,defender_count,team,combined_score
1133199,33493,50,G. Reiten,N. Charles,401061,LWB,22364.0,175,pass,"['back_pass' 'second_assist' 'recovery' 'counterpressing_recovery'
 'short_or_medium_pass']",92,15,True,Chelsea,Chelsea,In Contest,['attack'],2.0,33500.0,34.45,21.57,True,36.02,21.97,35.75,14.82,57099.0,47.66,-0.86,146967.0,,,,,57099,Niamh Louise Charles,26.875849754007778,21.62625487688518,3.9351238862328115,3.9351238862328115,1,1,1,1,0,62.73402771827011,5,7,home,1.651225482111877
1133199,35952,54,A. Neville,C. Bizet Ildhusøy,501647,RCMF3,68736.0,-20,pass,['forward_pass' 'pass_to_final_third' 'short_or_medium_pass'],62,14,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack'],2.0,35959.0,-22.11,-31.61,True,-21.03,-30.55,-25.45,-29.31,62787.0,-35.7,-27.4,68683.0,-47.29,-12.79,68736.0,,62787,Celin Bizet Ildhusøy,43.1476928699554,39.21324521128033,31.629100524675053,31.629100524675053,1,1,1,0,2,26.90207983817794,3,5,away,1.651225482111877
1133199,35974,54,C. Bizet Ildhusøy,G. Clinton,684474,LWF,62787.0,3,pass,['forward_pass' 'progressive_pass' 'short_or_medium_pass'],72,9,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack'],2.0,35997.0,-38.84,-30.61,True,-40.71,-30.31,-35.7,-27.4,68683.0,-47.29,-12.79,68736.0,-39.84,-12.15,57093.0,,68683,Grace Clinton,32.17328394802122,31.629100524675053,13.465073338084721,13.465073338084721,0,1,1,0,2,78.83690616071986,0,1,away,0.6512254821118769
1133199,36048,54,G. Clinton,A. Neville,543418,LB,68683.0,135,pass,['lateral_pass' 'short_or_medium_pass'],91,11,True,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,['attack'],2.0,36056.0,-32.41,-20.44,True,-34.09,-21.2,-47.29,-12.79,68736.0,-39.84,-12.15,57093.0,-31.4,-10.07,68683.0,,68736,Ashleigh Neville,27.43261015652721,13.465073338084721,16.839777314442134,16.839777314442134,1,1,1,0,2,18.79553138362948,4,6,away,1.651225482111877
1133199,38344,58,M. Mjelde,L. James,540393,RWB,22354.0,38,pass,['forward_pass' 'pass_to_final_third' 'short_or_medium_pass'],60,74,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38356.0,22.97,-29.14,True,22.64,-27.35,27.05,-22.92,146967.0,34.2,-15.05,22611.0,34.25,-26.26,22435.0,,146967,Lauren James,39.76081110842685,33.51311534310113,22.930165721163025,22.930165721163025,1,1,1,2,0,51.45237719749319,5,7,home,1.651225482111877
1133199,38401,58,F. Kirby,M. Leupolz,18264,RCMF3,22611.0,70,pass,['lateral_pass' 'short_or_medium_pass'],81,65,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38414.0,34.94,-26.64,True,36.01,-25.05,34.25,-26.26,22435.0,25.81,-22.62,22354.0,38.65,-29.59,22435.0,,22435,Melanie Leupolz,29.452378511760305,31.41894492181429,34.22923458098355,34.22923458098355,0,0,0,2,0,143.92844071568655,3,7,home,0.0
1133199,38450,58,M. Leupolz,M. Mjelde,55591,RCB3,22435.0,-152,pass,['back_pass' 'short_or_medium_pass'],86,86,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38459.0,22.76,-22.14,True,23.91,-22.74,25.81,-22.62,22354.0,38.65,-29.59,22435.0,30.58,-28.13,146967.0,,22354,Maren Mjelde,35.753541083366834,34.22923458098355,32.259736514733035,32.259736514733035,0,1,1,2,0,95.74048654714889,7,9,home,0.6512254821118769
1133199,38487,59,M. Mjelde,M. Leupolz,18264,RCMF3,22354.0,27,pass,['forward_pass' 'short_or_medium_pass'],73,75,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38502.0,37.84,-31.08,True,38.62,-29.36,38.65,-29.59,22435.0,30.58,-28.13,146967.0,22.37,-24.03,22354.0,,22435,Melanie Leupolz,32.06094196994218,32.259736514733035,35.05628759580797,35.05628759580797,0,0,0,2,0,101.35326242878038,2,5,home,0.0
1133199,38508,59,M. Leupolz,L. James,540393,RWB,22435.0,180,pass,['back_pass' 'short_or_medium_pass'],90,88,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38514.0,33.22,-26.28,True,34.65,-27.48,30.58,-28.13,146967.0,22.37,-24.03,22354.0,32.77,-12.78,22364.0,,146967,Lauren James,32.23465371304615,35.05628759580797,37.7623860474944,37.7623860474944,0,0,0,2,0,43.23732387155944,4,7,home,0.0
1133199,38525,59,L. James,M. Mjelde,55591,RCB3,146967.0,-159,pass,['back_pass' 'short_or_medium_pass'],80,88,True,Chelsea,Chelsea,Chelsea,['attack' 'throw_in'],2.0,38534.0,21.27,-25.73,True,22.52,-26.35,22.37,-24.03,22354.0,32.77,-12.78,22364.0,44.21,-14.57,22611.0,,22354,Maren Mjelde,39.16839159322221,37.7623860474944,22.674684121283804,22.674684121283804,0,1,1,2,0,59.39657419483956,6,9,home,0.6512254821118769
